Unnamed: 0,image size,condition,elapsed time (mm:ss),donor,signal_threshold,avg. direction,mode direction,std. deviation,abs. deviation,replicate
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z130c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,58.086,24,39.199,30.42,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z140c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.757,24,40.032,31.438,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z150c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.411,24,40.092,31.372,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,58.912,24,39.459,30.516,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,61.208,32,41.171,32.178,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z180c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,67.78,24,43.465,34.849,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,2.25,82.345,168,42.152,34,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z030c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,86.387,168,38.792,30.331,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z040c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,84.134,8,36.85,28.641,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z050c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,79.744,8,37.917,29.652,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z060c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,72.557,8,37.644,29.086,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,70.068,8,36.476,27.928,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,2.25,65.263,8,35.545,26.884,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z090c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,62.793,8,34.861,26.357,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z100c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,66.206,12,35.92,27.609,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z110c1-2.tif,"(1920, 1920)",CTR,0:03,21,2.25,61.746,12,36.164,27.8,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z120c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,62.938,12,37.192,28.937,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z130c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,62.854,16,39.153,30.682,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z140c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,65.143,24,40.656,32.323,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z150c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,61.901,24,40.361,31.711,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,61.714,24,40.566,31.746,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i2z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.709,32,42.019,33.059,fkt21__R2
